GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
2085,278828.300,1,0,,,15,2019-12-25,05:26:50.299,-37.8626785316,144.7422372798,18.8162,0.03,185.194,,0.03,,,,,,1.08,2.29,,,,100,0.542,0.663
,278828.300,1,1,,,15,,,-37.8626788719,144.7422311466,19.1980,0.25,265.849,,0.05,-3.9,4.3,152.7,1.4,0.7,0.17,0.28,,,,0,0.540,0.661
2085,278828.400,1,0,,,15,2019-12-25,05:26:50.399,-37.8626785324,144.7422372707,18.8024,0.01,315.000,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.539,0.669
,278828.400,1,1,,,15,,,-37.8626788662,144.7422311654,19.1970,0.25,265.619,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.537,0.667
2085,278828.500,1,0,,,15,2019-12-25,05:26:50.499,-37.8626785367,144.7422372843,18.7894,0.02,102.529,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.538,0.675
,278828.500,1,1,,,15,,,-37.8626788680,144.7422311975,19.1954,0.25,266.453,,0.06,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.536,0.672
2085,278828.600,1,0,,,15,2019-12-25,05:26:50.599,-37.8626785178,144.7422372615,18.7812,0.04,319.899,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.534,0.676
,278828.600,1,1,,,15,,,-37.8626788571,144.7422312103,19.1946,0.25,266.468,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.533,0.674
2085,278828.700,1,0,,,15,2019-12-25,05:26:50.699,-37.8626784235,144.7422371790,18.7900,0.00,303.690,,-0.00,,,,,,1.08,2.29,,,,100,0.526,0.664
,278828.700,1,1,,31,15,,,-37.8626788517,144.7422312190,19.1934,0.25,265.781,,0.05,-3.9,4.3,152.7,1.4,0.7,0.17,0.28,,,,0,0.525,0.662
2085,278828.800,1,0,,,15,2019-12-25,05:26:50.799,-37.8626783342,144.7422370920,18.8006,0.02,203.199,,0.01,,,,,,1.08,2.29,,,,100,0.519,0.651
,278828.800,1,1,,,15,,,-37.8626788500,144.7422312238,19.1924,0.25,266.662,,0.05,-3.9,4.3,152.7,1.4,0.7,0.17,0.28,,,,0,0.518,0.650
2085,278828.900,1,0,,,15,2019-12-25,05:26:50.899,-37.8626782260,144.7422370050,18.8140,0.02,20.225,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.512,0.637
,278828.900,1,1,,,15,,,-37.8626788335,144.7422312341,19.1917,0.25,266.675,,0.05,-4.0,4.3,152.7,,,0.17,0.28,,,,0,0.511,0.635
2085,278829.000,1,0,,,15,2019-12-25,05:26:50.999,-37.8626781296,144.7422368994,18.8245,0.02,284.036,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.503,0.623
,278829.000,1,1,,,15,,,-37.8626788213,144.7422312313,19.1908,0.25,266.031,,0.05,-4.0,4.3,152.7,,,0.17,0.28,,,,0,0.503,0.623
2085,278829.100,1,0,,,15,2019-12-25,05:26:51.099,-37.8626780220,144.7422368139,18.8387,0.03,0.000,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.498,0.610
,278829.100,1,1,,,15,,,-37.8626788002,144.7422312311,19.1906,0.25,266.217,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.498,0.610
2085,278829.200,1,0,,,15,2019-12-25,05:26:51.199,-37.8626779606,144.7422367254,18.8455,0.04,190.784,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.491,0.600
,278829.200,1,1,,25,15,,,-37.8626787971,144.7422312278,19.1897,0.25,266.900,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.491,0.600
2085,278829.300,1,0,,,15,2019-12-25,05:26:51.299,-37.8626778843,144.7422366508,18.8565,0.01,168.690,,0.01,,,,,,1.08,2.29,,,,100,0.487,0.590
,278829.300,1,1,,,15,,,-37.8626787837,144.7422312278,19.1897,0.25,266.424,,0.05,-3.9,4.3,152.7,1.4,0.7,0.17,0.28,,,,0,0.486,0.590
2085,278829.400,1,0,,,15,2019-12-25,05:26:51.399,-37.8626777914,144.7422365670,18.8690,0.03,339.444,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.482,0.579
,278829.400,1,1,,,15,,,-37.8626787583,144.7422312225,19.1899,0.24,266.409,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.481,0.578
2085,278829.500,1,0,,,15,2019-12-25,05:26:51.499,-37.8626777766,144.7422365286,18.8649,0.03,168.690,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.478,0.578
,278829.500,1,1,,,15,,,-37.8626787437,144.7422312198,19.1893,0.24,266.860,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.478,0.578
2085,278829.600,1,0,,,15,2019-12-25,05:26:51.599,-37.8626777700,144.7422364847,18.8611,0.02,306.870,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.475,0.577
,278829.600,1,1,,,15,,,-37.8626787243,144.7422312108,19.1891,0.25,267.138,,0.05,-3.9,4.3,152.7,,,0.17,0.28,,,,0,0.475,0.577
2085,278829.700,1,0,,,15,2019-12-25,05:26:51.699,-37.8626777710,144.7422364613,18.8554,0.00,45.000,,-0.00,,,,,,1.08,2.29,,,,100,0.473,0.579
,278829.700,1,1,,31,15,,,-37.8626787053,144.7422312088,19.1889,0.25,267.138,,0.05,-3.9,4.3,152.8,1.4,0.7,0.17,0.28,,,,0,0.473,0.578
2085,278829.800,1,0,,,15,2019-12-25,05:26:51.799,-37.8626777983,144.7422364393,18.8439,0.01,180.000,,-0.01,,,,,,1.08,2.29,,,,100,0.470,0.583
,278829.800,1,1,,,15,,,-37.8626786883,144.7422312056,19.1882,0.24,267.825,,0.05,-3.9,4.3,152.8,1.4,0.7,0.17,0.28,,,,0,0.470,0.583
2085,278829.900,1,0,,,15,2019-12-25,05:26:51.899,-37.8626778329,144.7422364131,18.8336,0.01,0.000,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.467,0.586
,278829.900,1,1,,,15,,,-37.8626786716,144.7422312012,19.1876,0.24,267.574,,0.06,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.467,0.586
2085,278830.000,1,0,,,15,2019-12-25,05:26:51.999,-37.8626778690,144.7422363871,18.8223,0.02,203.199,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.464,0.591
,278830.000,1,1,,,15,,,-37.8626786611,144.7422311953,19.1866,0.24,266.900,,0.05,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.464,0.590
2085,278830.100,1,0,,,15,2019-12-25,05:26:52.099,-37.8626778815,144.7422363441,18.8160,0.02,264.289,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.460,0.591
,278830.100,1,1,,,15,,,-37.8626786468,144.7422311850,19.1854,0.24,268.059,,0.05,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.461,0.591
2085,278830.200,1,0,,,15,2019-12-25,05:26:52.199,-37.8626778881,144.7422363343,18.8141,0.03,17.103,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.460,0.591
,278830.200,1,1,,25,15,,,-37.8626786258,144.7422311918,19.1847,0.24,268.506,,0.05,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.459,0.590
2085,278830.300,1,0,,,15,2019-12-25,05:26:52.299,-37.8626779034,144.7422363449,18.8081,0.04,94.764,,-0.03,,,,,,1.08,2.29,,,,100,0.459,0.594
,278830.300,1,1,,,15,,,-37.8626786130,144.7422312127,19.1832,0.24,268.025,,0.05,-4.0,4.3,152.8,1.4,0.7,0.17,0.28,,,,0,0.457,0.592
2085,278830.400,1,0,,,15,2019-12-25,05:26:52.399,-37.8626778965,144.7422363382,18.8071,0.04,8.531,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.457,0.592
,278830.400,1,1,,,15,,,-37.8626785885,144.7422312188,19.1827,0.24,268.067,,0.04,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.456,0.591
2085,278830.500,1,0,,,15,2019-12-25,05:26:52.499,-37.8626779315,144.7422363037,18.7981,0.03,252.759,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.452,0.594
,278830.500,1,1,,,15,,,-37.8626785814,144.7422311991,19.1810,0.24,268.544,,0.05,-3.9,4.3,152.8,,,0.17,0.28,,,,0,0.454,0.594
2085,278830.600,1,0,,,15,2019-12-25,05:26:52.599,-37.8626779747,144.7422362989,18.7888,0.02,192.529,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.453,0.599
,278830.600,1,1,,,15,,,-37.8626785830,144.7422312017,19.1799,0.23,261.724,,0.05,-3.9,4.4,152.8,,,0.17,0.28,,,,0,0.453,0.598
2085,278830.700,1,0,,,15,2019-12-25,05:26:52.699,-37.8626780252,144.7422363386,18.7783,0.03,136.332,,-0.01,,,,,,1.08,2.29,,,,100,0.455,0.607
,278830.700,1,1,,31,15,,,-37.8626785966,144.7422312310,19.1783,0.21,254.316,,0.04,-3.9,4.4,152.8,1.4,0.7,0.17,0.28,,,,0,0.453,0.604
2085,278830.800,1,0,,,15,2019-12-25,05:26:52.799,-37.8626781287,144.7422363860,18.7682,0.08,160.821,,0.03,,,,,,1.08,2.29,,,,100,0.456,0.613
,278830.800,1,1,,,15,,,-37.8626786475,144.7422312682,19.1765,0.21,246.501,,0.05,-3.9,4.4,152.8,1.4,0.7,0.17,0.28,,,,0,0.453,0.610
2085,278830.900,1,0,,,15,2019-12-25,05:26:52.899,-37.8626782628,144.7422364658,18.7535,0.12,149.036,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.458,0.624
,278830.900,1,1,,,15,,,-37.8626787241,144.7422313376,19.1745,0.21,238.846,,0.05,-4.0,4.4,152.8,,,0.17,0.28,,,,0,0.453,0.619
2085,278831.000,1,0,,,15,2019-12-25,05:26:52.999,-37.8626784071,144.7422365205,18.7433,0.12,163.926,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.456,0.628
,278831.000,1,1,,,15,,,-37.8626788205,144.7422313957,19.1730,0.22,230.959,,0.05,-3.9,4.4,152.8,,,0.17,0.28,,,,0,0.452,0.624
2085,278831.100,1,0,,,15,2019-12-25,05:26:53.099,-37.8626785989,144.7422365862,18.7256,0.18,163.872,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.456,0.639
,278831.100,1,1,,,15,,,-37.8626789533,144.7422314683,19.1704,0.22,223.462,,0.05,-3.9,4.4,152.9,,,0.17,0.28,,,,0,0.451,0.633
2085,278831.200,1,0,,,15,2019-12-25,05:26:53.199,-37.8626788010,144.7422366835,18.7048,0.20,156.801,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.458,0.653
,278831.200,1,1,,25,15,,,-37.8626791027,144.7422315622,19.1680,0.23,216.718,,0.05,-4.0,4.4,152.9,,,0.17,0.28,,,,0,0.451,0.646
2085,278831.300,1,0,,,15,2019-12-25,05:26:53.299,-37.8626789984,144.7422367781,18.6864,0.21,157.852,,-0.00,,,,,,1.08,2.29,,,,100,0.458,0.665
,278831.300,1,1,,,15,,,-37.8626792740,144.7422316611,19.1655,0.24,210.551,,0.06,-3.9,4.4,152.9,1.4,0.7,0.17,0.28,,,,0,0.450,0.658
2085,278831.400,1,0,,,15,2019-12-25,05:26:53.399,-37.8626792195,144.7422368567,18.6689,0.24,164.578,,-0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.456,0.674
,278831.400,1,1,,,15,,,-37.8626794739,144.7422317599,19.1633,0.27,203.085,,0.06,-3.9,4.4,153.0,,,0.17,0.28,,,,0,0.448,0.667
2085,278831.500,1,0,,,15,2019-12-25,05:26:53.499,-37.8626795027,144.7422369645,18.6496,0.31,163.104,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.457,0.688
,278831.500,1,1,,,15,,,-37.8626797313,144.7422318894,19.1613,0.36,189.462,,0.07,-4.0,4.6,153.0,,,0.17,0.28,,,,0,0.446,0.679
2085,278831.600,1,0,,,15,2019-12-25,05:26:53.599,-37.8626798697,144.7422371661,18.6270,0.43,156.147,,-0.07,,,,1.4,0.7,1.08,2.29,,,,100,0.463,0.707
,278831.600,1,1,,,15,,,-37.8626800933,144.7422321022,19.1596,0.52,177.428,,0.08,-4.0,4.8,153.1,,,0.17,0.28,,,,0,0.445,0.694
2085,278831.700,1,0,,,15,2019-12-25,05:26:53.699,-37.8626803977,144.7422374239,18.6154,0.61,160.529,,0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.468,0.718
,278831.700,1,1,,31,15,,,-37.8626806156,144.7422323764,19.1597,0.69,171.858,,0.09,-4.0,4.9,153.3,,,0.17,0.28,,,,0,0.444,0.702
2085,278831.800,1,0,,,15,2019-12-25,05:26:53.799,-37.8626811276,144.7422377605,18.6000,0.84,161.673,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.476,0.735
,278831.800,1,1,,,15,,,-37.8626813208,144.7422327315,19.1600,0.91,167.795,,0.10,-4.0,5.0,153.5,,,0.17,0.28,,,,0,0.442,0.713
2085,278831.900,1,0,,,15,2019-12-25,05:26:53.899,-37.8626820408,144.7422381705,18.5747,1.07,161.565,,-0.11,,,,1.4,0.7,1.08,2.29,,,,100,0.484,0.760
,278831.900,1,1,,,15,,,-37.8626822164,144.7422331805,19.1593,1.13,165.533,,0.11,-4.0,5.1,153.8,,,0.17,0.28,,,,0,0.438,0.731
2085,278832.000,1,0,,,15,2019-12-25,05:26:53.999,-37.8626831276,144.7422386152,18.5571,1.26,163.035,,-0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.488,0.775
,278832.000,1,1,,,15,,,-37.8626832950,144.7422336952,19.1595,1.36,164.275,,0.11,-4.0,5.2,154.2,,,0.17,0.28,,,,0,0.432,0.741
2085,278832.100,1,0,,,15,2019-12-25,05:26:54.099,-37.8626844014,144.7422390739,18.5565,1.48,164.636,,0.12,,,,1.4,0.7,1.08,2.29,,,,100,0.488,0.776
,278832.100,1,1,,,15,,,-37.8626845714,144.7422342689,19.1624,1.60,163.287,,0.12,-4.0,5.3,154.6,,,0.17,0.28,,,,0,0.422,0.738
2085,278832.200,1,0,,,15,2019-12-25,05:26:54.199,-37.8626858997,144.7422396711,18.5522,1.76,162.494,,0.07,,,,1.4,0.7,1.08,2.29,,,,100,0.497,0.787
,278832.200,1,1,,25,15,,,-37.8626860650,144.7422349701,19.1656,1.85,162.900,,0.14,-4.0,5.4,155.1,,,0.17,0.28,,,,0,0.413,0.740
2085,278832.300,1,0,,,15,2019-12-25,05:26:54.299,-37.8626876555,144.7422402255,18.5446,2.02,165.401,,0.03,,,,,,1.08,2.29,,,,100,0.494,0.794
,278832.300,1,1,,,15,,,-37.8626877959,144.7422356947,19.1695,2.10,162.931,,0.15,-4.0,5.4,155.7,1.4,0.7,0.17,0.28,,,,0,0.398,0.741
2085,278832.400,1,0,,,15,2019-12-25,05:26:54.399,-37.8626895554,144.7422409382,18.5322,2.21,162.539,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.500,0.810
,278832.400,1,1,,,15,,,-37.8626896962,144.7422365489,19.1731,2.33,162.999,,0.16,-4.0,5.5,156.4,,,0.17,0.28,,,,0,0.386,0.748
2085,278832.500,1,0,,,15,2019-12-25,05:26:54.499,-37.8626916774,144.7422416438,18.5130,2.45,164.456,,-0.07,,,,1.4,0.7,1.08,2.29,,,,100,0.499,0.827
,278832.500,1,1,,,15,,,-37.8626918087,144.7422374199,19.1764,2.54,163.537,,0.17,-3.9,5.5,157.2,,,0.17,0.28,,,,0,0.371,0.760
2085,278832.600,1,0,,,15,2019-12-25,05:26:54.599,-37.8626939951,144.7422423086,18.5034,2.63,166.513,,0.05,,,,1.4,0.7,1.08,2.29,,,,100,0.493,0.834
,278832.600,1,1,,,15,,,-37.8626941031,144.7422382725,19.1818,2.74,164.072,,0.17,-3.9,5.6,158.0,,,0.17,0.28,,,,0,0.355,0.765
2085,278832.700,1,0,,,15,2019-12-25,05:26:54.699,-37.8626966145,144.7422429761,18.4881,2.87,167.083,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.498,0.854
,278832.700,1,1,,31,15,,,-37.8626965952,144.7422391456,19.1871,2.92,164.645,,0.18,-3.9,5.6,158.9,,,0.17,0.28,,,,0,0.336,0.776
2085,278832.800,1,0,,,15,2019-12-25,05:26:54.799,-37.8626993080,144.7422437382,18.4719,2.97,165.968,,0.03,,,,,,1.08,2.29,,,,100,0.504,0.875
,278832.800,1,1,,,15,,,-37.8626992036,144.7422400646,19.1943,3.12,165.375,,0.22,-3.8,5.6,159.8,1.5,0.7,0.17,0.28,,,,0,0.323,0.791
2085,278832.900,1,0,,,15,2019-12-25,05:26:54.899,-37.8627022867,144.7422443803,18.4478,3.26,169.014,,-0.07,,,,1.5,0.7,1.08,2.29,,,,100,0.511,0.905
,278832.900,1,1,,,15,,,-37.8627020779,144.7422408780,19.2016,3.30,166.090,,0.23,-3.7,5.6,160.9,,,0.17,0.28,,,,0,0.308,0.814
2085,278833.000,1,0,,,15,2019-12-25,05:26:54.999,-37.8627053584,144.7422450840,18.4364,3.38,168.537,,0.05,,,,1.5,0.7,1.08,2.29,,,,100,0.519,0.925
,278833.000,1,1,,,15,,,-37.8627050668,144.7422417406,19.2101,3.44,166.611,,0.22,-3.6,5.6,161.9,,,0.17,0.28,,,,0,0.295,0.828
2085,278833.100,1,0,,,15,2019-12-25,05:26:55.099,-37.8627085649,144.7422457366,18.4262,3.52,169.749,,0.07,,,,1.5,0.7,1.08,2.29,,,,100,0.524,0.943
,278833.100,1,1,,,15,,,-37.8627081938,144.7422425540,19.2185,3.58,167.186,,0.23,-3.6,5.6,162.9,,,0.17,0.28,,,,0,0.282,0.841
2085,278833.200,1,0,,,15,2019-12-25,05:26:55.199,-37.8627118872,144.7422464048,18.4083,3.67,169.801,,0.00,,,,1.5,0.7,1.08,2.29,,,,100,0.532,0.969
,278833.200,1,1,,25,15,,,-37.8627114503,144.7422433843,19.2268,3.70,167.658,,0.24,-3.5,5.6,163.8,,,0.17,0.28,,,,0,0.270,0.862
2085,278833.300,1,0,,,15,2019-12-25,05:26:55.299,-37.8627152752,144.7422470215,18.4026,3.74,170.706,,0.12,,,,,,1.08,2.29,,,,100,0.532,0.981
,278833.300,1,1,,,15,,,-37.8627147872,144.7422441677,19.2372,3.81,167.966,,0.24,-3.4,5.6,164.7,1.5,0.7,0.17,0.28,,,,0,0.256,0.873
2085,278833.400,1,0,,,15,2019-12-25,05:26:55.399,-37.8627188107,144.7422476637,18.3829,3.91,170.690,,-0.02,,,,1.5,0.7,1.08,2.29,,,,100,0.543,1.012
,278833.400,1,1,,,15,,,-37.8627182599,144.7422449723,19.2456,3.91,168.007,,0.25,-3.2,5.6,165.4,,,0.17,0.28,,,,0,0.244,0.897
2085,278833.500,1,0,,,15,2019-12-25,05:26:55.499,-37.8627224704,144.7422483374,18.3802,4.06,170.721,,0.09,,,,1.5,0.7,1.08,2.29,,,,100,0.554,1.027
,278833.500,1,1,,,15,,,-37.8627218552,144.7422457971,19.2558,4.00,167.899,,0.26,-3.2,5.6,166.0,,,0.16,0.28,,,,0,0.233,0.906
2085,278833.600,1,0,,,15,2019-12-25,05:26:55.599,-37.8627262166,144.7422490475,18.3661,4.14,170.433,,-0.03,,,,1.5,0.7,1.08,2.29,,,,100,0.563,1.053
,278833.600,1,1,,,15,,,-37.8627255248,144.7422466565,19.2646,4.10,167.626,,0.27,-3.1,5.7,166.4,,,0.16,0.28,,,,0,0.224,0.926
2085,278833.700,1,0,,,15,2019-12-25,05:26:55.699,-37.8627301127,144.7422497376,18.3624,4.30,170.991,,0.03,,,,1.5,0.7,1.08,2.29,,,,100,0.577,1.071
,278833.700,1,1,,31,15,,,-37.8627293298,144.7422475029,19.2742,4.18,167.299,,0.26,-3.0,5.6,166.7,,,0.16,0.28,,,,0,0.215,0.937
2085,278833.800,1,0,,,15,2019-12-25,05:26:55.799,-37.8627340820,144.7422504461,18.3701,4.40,170.826,,0.11,,,,1.5,0.7,1.08,2.29,,,,100,0.588,1.079
,278833.800,1,1,,,15,,,-37.8627332179,144.7422483776,19.2845,4.26,166.873,,0.26,-2.8,5.6,166.8,,,0.16,0.28,,,,0,0.205,0.937
2085,278833.900,1,0,,,15,2019-12-25,05:26:55.899,-37.8627380720,144.7422512127,18.3839,4.51,170.178,,0.09,,,,1.4,0.7,1.08,2.29,,,,100,0.594,1.079
,278833.900,1,1,,,15,,,-37.8627371211,144.7422493952,19.2949,4.33,166.163,,0.26,-2.7,5.5,166.8,,,0.16,0.28,,,,0,0.191,0.931
2085,278834.000,1,0,,,15,2019-12-25,05:26:55.999,-37.8627421170,144.7422520797,18.3808,4.60,169.174,,-0.07,,,,1.4,0.7,1.08,2.29,,,,100,0.603,1.095
,278834.000,1,1,,,15,,,-37.8627410861,144.7422505028,19.3040,4.41,165.368,,0.26,-2.6,5.4,166.5,,,0.16,0.28,,,,0,0.180,0.941
2085,278834.100,1,0,,,15,2019-12-25,05:26:56.099,-37.8627462648,144.7422530115,18.3979,4.71,168.762,,0.13,,,,1.4,0.7,1.08,2.29,,,,100,0.617,1.096
,278834.100,1,1,,,15,,,-37.8627451344,144.7422516702,19.3150,4.50,164.692,,0.26,-2.5,5.4,166.2,,,0.16,0.28,,,,0,0.172,0.933
2085,278834.200,1,0,,,15,2019-12-25,05:26:56.199,-37.8627505617,144.7422540610,18.3937,4.88,167.981,,-0.07,,,,1.4,0.7,1.08,2.29,,,,100,0.639,1.121
,278834.200,1,1,,25,15,,,-37.8627492868,144.7422529247,19.3234,4.57,164.077,,0.26,-2.5,5.3,165.8,,,0.17,0.28,,,,0,0.173,0.946
2085,278834.300,1,0,,,15,2019-12-25,05:26:56.299,-37.8627548842,144.7422551648,18.4052,4.91,167.514,,0.09,,,,1.4,0.7,1.08,2.29,,,,100,0.653,1.127
,278834.300,1,1,,,15,,,-37.8627534842,144.7422542311,19.3324,4.64,163.616,,0.24,-2.3,5.2,165.3,,,0.17,0.28,,,,0,0.176,0.944
2085,278834.400,1,0,,,15,2019-12-25,05:26:56.399,-37.8627593382,144.7422563763,18.4011,4.98,166.496,,-0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.678,1.152
,278834.400,1,1,,,15,,,-37.8627577476,144.7422556283,19.3398,4.72,163.104,,0.25,-2.3,5.1,164.8,,,0.17,0.28,,,,0,0.189,0.957
2085,278834.500,1,0,,,15,2019-12-25,05:26:56.499,-37.8627638731,144.7422577017,18.3961,5.09,165.846,,-0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.705,1.178
,278834.500,1,1,,,15,,,-37.8627621025,144.7422571063,19.3475,4.82,162.657,,0.24,-2.2,5.0,164.4,,,0.17,0.28,,,,0,0.204,0.973
2085,278834.600,1,0,,,15,2019-12-25,05:26:56.599,-37.8627685127,144.7422590912,18.3989,5.23,165.666,,0.04,,,,1.5,0.7,1.08,2.29,,,,100,0.734,1.199
,278834.600,1,1,,,15,,,-37.8627666638,144.7422585772,19.3553,4.92,162.258,,0.26,-2.1,5.0,164.0,,,0.17,0.28,,,,0,0.210,0.979
2085,278834.700,1,0,,,15,2019-12-25,05:26:56.699,-37.8627731730,144.7422605461,18.4026,5.27,165.167,,0.07,,,,1.5,0.7,1.08,2.29,,,,100,0.744,1.209
,278834.700,1,1,,31,15,,,-37.8627712290,144.7422601102,19.3634,5.07,161.966,,0.25,-2.0,4.9,163.6,,,0.17,0.28,,,,0,0.220,0.986
2085,278834.800,1,0,,,15,2019-12-25,05:26:56.799,-37.8627780092,144.7422620587,18.3994,5.48,165.081,,-0.02,,,,1.5,0.7,1.08,2.29,,,,100,0.773,1.236
,278834.800,1,1,,,15,,,-37.8627759645,144.7422616982,19.3707,5.24,161.569,,0.27,-1.8,5.0,163.2,,,0.17,0.28,,,,0,0.230,0.998
2085,278834.900,1,0,,,15,2019-12-25,05:26:56.899,-37.8627829858,144.7422637672,18.4023,5.67,163.839,,0.02,,,,,,1.08,2.29,,,,100,0.802,1.257
,278834.900,1,1,,,15,,,-37.8627808263,144.7422634675,19.3784,5.36,160.868,,0.25,-1.8,4.9,162.8,1.5,0.7,0.16,0.28,,,,0,0.242,1.006
2085,278835.000,1,0,,,15,2019-12-25,05:26:56.999,-37.8627880200,144.7422655128,18.4086,5.75,163.599,,0.02,,,,,,1.08,2.29,,,,100,0.820,1.270
,278835.000,1,1,,,15,,,-37.8627857693,144.7422652905,19.3838,5.47,160.338,,0.23,-1.6,4.8,162.4,1.6,0.7,0.16,0.28,,,,0,0.251,1.007
2085,278835.100,1,0,,,15,2019-12-25,05:26:57.099,-37.8627931665,144.7422674038,18.4119,5.90,162.720,,-0.00,,,,1.6,0.7,1.07,2.29,,,,100,0.843,1.287
,278835.100,1,1,,,15,,,-37.8627908145,144.7422672497,19.3888,5.61,159.637,,0.24,-1.4,4.8,161.8,,,0.16,0.28,,,,0,0.262,1.011
2085,278835.200,1,0,,,15,2019-12-25,05:26:57.199,-37.8627983519,144.7422694273,18.4167,5.99,161.774,,0.01,,,,1.6,0.7,1.07,2.29,,,,100,0.860,1.298
,278835.200,1,1,,25,15,,,-37.8627959168,144.7422693468,19.3945,5.73,158.947,,0.25,-1.3,4.7,161.3,,,0.16,0.28,,,,0,0.271,1.015
2085,278835.300,1,0,,,15,2019-12-25,05:26:57.299,-37.8628036540,144.7422716824,18.4156,6.17,160.444,,-0.05,,,,1.6,0.7,1.07,2.29,,,,100,0.884,1.319
,278835.300,1,1,,,15,,,-37.8628011224,144.7422716482,19.3987,5.84,158.175,,0.23,-1.2,4.6,160.7,,,0.16,0.28,,,,0,0.282,1.023
2085,278835.400,1,0,,,15,2019-12-25,05:26:57.399,-37.8628090110,144.7422740446,18.4267,6.26,159.807,,0.10,,,,1.6,0.7,1.07,2.29,,,,100,0.902,1.326
,278835.400,1,1,,,15,,,-37.8628063868,144.7422740584,19.4047,5.96,157.488,,0.23,-1.3,4.5,160.1,,,0.16,0.28,,,,0,0.292,1.021
2085,278835.500,1,0,,,15,2019-12-25,05:26:57.499,-37.8628143769,144.7422765421,18.4304,6.31,158.805,,0.01,,,,1.6,0.7,1.07,2.29,,,,100,0.915,1.336
,278835.500,1,1,,,15,,,-37.8628116809,144.7422766161,19.4087,6.08,156.809,,0.22,-1.2,4.5,159.5,,,0.16,0.28,,,,0,0.300,1.023
2085,278835.600,1,0,,,15,2019-12-25,05:26:57.599,-37.8628198858,144.7422791191,18.4343,6.49,158.784,,-0.00,,,,1.6,0.7,1.07,2.29,,,,100,0.938,1.353
,278835.600,1,1,,,15,,,-37.8628171067,144.7422792434,19.4118,6.20,156.277,,0.21,-1.2,4.4,158.9,,,0.16,0.28,,,,0,0.309,1.025
2085,278835.700,1,0,,,15,2019-12-25,05:26:57.699,-37.8628254969,144.7422818840,18.4393,6.66,157.892,,0.02,,,,1.6,0.7,1.07,2.29,,,,100,0.961,1.367
,278835.700,1,1,,31,15,,,-37.8628226345,144.7422820364,19.4139,6.35,155.822,,0.20,-1.2,4.3,158.3,,,0.16,0.28,,,,0,0.319,1.025
2085,278835.800,1,0,,,15,2019-12-25,05:26:57.799,-37.8628311861,144.7422847734,18.4438,6.78,157.257,,0.01,,,,1.6,0.7,1.07,2.29,,,,100,0.981,1.380
